annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2023-2024,1,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,5369,0,115,5.698218373,4391,2.5002357094,3451,0,44,5.0671811713,2576,3.2231610162,1918,25,0,6.8336247248,1815,1.4741995715,0,71
2023-2024,1,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,10551,905,535,12.071810887,8829,2.9088272863,7021,246,159,6.5784231828,5354,3.3796221932,3530,953,436,22.997894476,3475,2.1834644285,659,376
2023-2024,1,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,6280,1245,617,14.174049363,4973,2.9254214983,3604,302,227,7.6617573067,2312,4.0576779364,2676,971,304,22.944714748,2661,1.9416646833,943,390
2023-2024,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,6076,1205,694,14.649735983,5108,2.7122403855,3933,357,254,6.5821705936,2973,3.3659977763,2143,901,431,29.455958418,2135,1.8018793911,848,440
2023-2024,1,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,5414,1048,311,11.629278824,4646,2.5632636198,1702,112,27,3.8751987857,1047,3.0918316884,3712,583,186,15.18462479,3599,2.4094956932,936,284
2023-2024,1,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,4808,819,571,11.220023341,4181,2.0567225411,2901,212,213,4.6057149833,2279,2.6905288626,1907,679,111,21.281957554,1902,1.2972879425,607,358
2023-2024,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,8590,1434,715,11.13859989,6516,3.3692764818,6016,446,294,6.4331407451,3950,4.5448175809,2574,935,260,22.136285289,2566,1.5596945094,988,421
2023-2024,1,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,1256,365,34,8.7805882873,1207,1.6663290527,795,159,28,4.1816443047,747,1.925551837,461,108,6,16.711522054,460,1.2453737923,206,6
2023-2024,1,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,9072,1259,512,10.497854816,6768,3.3625838915,6614,605,224,5.1056932685,4368,3.3996170381,2458,770,397,25.007112942,2400,3.2951835648,654,288
2023-2024,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,6535,719,337,6.2072353991,5631,2.6485623236,5190,382,230,4.6261093449,4294,2.9345919371,1345,163,28,12.308383519,1337,1.729930192,337,107
2023-2024,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,6038,619,271,6.0266899912,4906,2.3808679848,4798,370,181,3.4081959497,3694,2.4937750406,1240,223,113,16.158572581,1212,2.0367436744,249,90
2023-2024,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,4924,795,253,6.1227188262,4379,2.0584397123,3873,419,166,3.6779676966,3340,2.2330494012,1051,233,59,15.131777936,1039,1.4971342637,376,87
2023-2024,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,939,152,23,3.8082209206,871,1.0136165327,757,99,14,2.4399031264,690,1.0742661031,182,15,0,9.499520757,181,0.7824109883,53,9
2023-2024,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,13767,2251,620,5.7238112677,12202,1.5744805724,10492,1063,316,3.1697049339,8929,1.8649115554,3275,562,77,13.906310093,3273,0.7821621346,1188,304
2023-2024,1,13,Laval,CISSS DE LAVAL,Total établissement,,5499,1071,335,9.3372690994,4164,2.9576590351,3466,301,81,5.4189275983,2137,3.8352237041,2033,408,28,16.017530606,2027,2.0324712218,770,254
2023-2024,1,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,8808,1574,620,10.479194829,6361,3.8488228615,5791,457,330,6.1350202901,3354,4.8843460545,3017,884,134,18.81764851,3007,2.6938029782,1117,290
2023-2024,1,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,11126,2038,789,12.46200002,8479,3.9009345966,7213,763,245,6.5252760833,4602,4.8432921677,3913,1414,505,23.405416773,3877,2.7823559167,1275,544
2023-2024,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,8240,1464,585,10.379147485,5448,4.2250071892,5666,575,207,5.9065138055,2884,4.8534063415,2574,814,197,20.224501964,2564,3.5181806856,889,378
2023-2024,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,Total établissement,,8325,1629,473,11.124924925,6296,3.9951653607,5083,582,180,5.7533138785,3082,4.767033492,3242,942,290,19.546855508,3214,3.2549980986,1047,293
2023-2024,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,Total établissement,,5900,1134,318,13.271309369,4703,2.4858040376,4096,422,141,6.2678149414,2905,3.0008493976,1804,758,346,29.172813347,1798,1.6536534421,712,177
2024-2025,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,Total établissement,,13468,2264,543,4.5017512911,11792,2.0195383641,10375,1106,337,3.2681417135,8729,2.2012034916,3093,114,6,8.639707763,3063,1.5018253709,1158,206
2024-2025,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,Total établissement,,17738,2843,872,6.259850384,15088,2.9922267144,12191,1201,355,4.2009958166,9630,3.4098429387,5547,436,17,10.784727981,5458,2.2553919323,1642,517
2024-2025,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,22905,4017,1797,8.8418962381,19648,2.008859539,13464,1165,586,4.3519239577,10249,2.6622045782,9441,1774,343,15.24513602,9399,1.2964291414,2852,1211
2024-2025,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,11581,1358,247,3.8844504888,8926,1.9403855777,9725,850,155,3.0265360754,7094,2.1541474016,1856,89,13,8.3797186303,1832,1.1126419214,508,92
2024-2025,1,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,2850,904,51,7.9838669591,2695,1.8704117708,1466,308,27,4.0658348492,1317,2.3826594533,1384,155,0,12.13403681,1378,1.3808397839,596,24
2024-2025,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,22984,4087,1240,7.0805918731,18520,2.933474922,14793,1332,364,4.6307814507,10450,3.710232589,8191,836,59,11.504965647,8070,1.9276363073,2755,876
2024-2025,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,22418,3611,1249,8.2611798555,18522,3.5922360646,14696,1251,474,5.6956691163,10856,4.6012625635,7722,1136,119,13.143690322,7666,2.1633302896,2360,775
2024-2025,1,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,7572,1085,573,11.812107105,5591,2.6473586021,4609,289,208,6.6391161013,2645,4.244873451,2963,1004,128,19.858788015,2946,1.2130657389,796,365
2024-2025,1,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,7751,0,216,4.8487272968,6734,1.720255049,4964,0,76,4.0708179448,4011,2.2029651098,2787,18,1,6.2342823825,2723,1.0092194067,0,140
2024-2025,1,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,16955,1428,847,11.22707107,14585,2.3843806993,11258,385,231,5.6028321095,8939,2.8166196815,5697,1569,746,22.341285959,5646,1.7000405892,1043,616
2024-2025,1,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,10334,2066,959,12.87200608,7622,3.362652847,6076,497,359,5.3322840776,3399,4.7751992416,4258,1550,570,23.630895439,4223,2.2257252611,1569,600
2024-2025,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,10086,1933,1162,11.621496161,8690,2.6569243383,6441,582,440,5.6902322793,5055,3.3082118365,3645,1216,362,22.102503201,3635,1.7512136635,1351,722
2024-2025,1,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,8789,1643,496,10.998227993,7546,2.6284068086,2895,174,50,3.7623845711,1831,3.0828304205,5894,965,277,14.552311249,5715,2.4828163216,1469,446
2024-2025,1,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,7691,1261,786,10.164582701,6473,2.0845754587,4829,326,329,4.9159352638,3623,2.7718599534,2862,820,103,19.020529059,2850,1.210880117,935,457
2024-2025,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,13665,2297,976,9.9419717445,10307,3.2079853498,9557,710,408,5.6242028821,6214,4.278259754,4108,1374,247,19.986985624,4093,1.5830928143,1587,568
2024-2025,1,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,2020,563,51,8.0187073707,1959,1.8461933526,1328,269,43,3.9640455572,1267,2.166995966,692,148,11,15.799908076,692,1.2588278741,294,8
2024-2025,1,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,15152,2155,860,9.533897047,11449,3.8100206956,10923,981,362,5.2570149125,7359,3.7330950386,4229,1213,407,20.58057086,4090,3.9484304537,1174,498
2024-2025,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,11220,1303,590,5.8189185235,9545,2.928838659,9203,713,437,4.7770834692,7542,3.2356872993,2017,187,15,10.572516939,2003,1.7734455262,590,153
2024-2025,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,10003,1158,515,6.4280889067,8018,3.1118731465,7905,667,328,4.2969907232,5969,3.2848721636,2098,351,133,14.457798697,2049,2.6079048045,491,187
2024-2025,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,7690,1297,329,4.5775301257,6884,1.9417980502,6231,802,216,3.3445407818,5436,2.0849226862,1459,103,2,9.8432988729,1448,1.4044876074,495,113
2024-2025,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,1515,241,45,4.5938828383,1373,1.8709676701,1254,160,28,3.3266775208,1118,1.9284009143,261,28,2,10.682294593,255,1.6191623094,81,17
2024-2025,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,23496,3692,1030,6.3734737473,20048,2.1996802951,18473,1791,550,3.7769991639,15032,2.6010344229,5023,988,265,15.922483299,5016,0.9968981481,1901,480
2024-2025,1,13,Laval,CISSS DE LAVAL,Total établissement,,8456,1583,547,10.31710958,6609,3.3996411879,5225,469,112,5.9614050505,3384,4.4311252298,3231,773,62,17.360921455,3225,2.317302584,1114,435
2024-2025,1,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,13924,2547,939,9.928743257,10441,3.2836806819,9085,763,500,5.4012554577,5621,3.9967323924,4839,1441,184,18.428893424,4820,2.4521322038,1784,439
2024-2025,1,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,18186,3290,1262,11.97103923,14116,3.5681439501,11682,1123,409,6.0698781126,7652,4.45225159,6504,2113,728,22.570264965,6464,2.5215487057,2167,853
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,12804,2361,1025,11.208454563,7905,5.0181488861,8766,872,391,6.3721304852,3893,6.1319121928,4038,1480,355,21.707517679,4012,3.9374209316,1489,634
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,Total établissement,,13210,2643,746,10.164804651,10175,4.1362507508,7263,857,228,5.5316931709,4298,4.769145856,5947,1247,300,15.823168311,5877,3.6733984176,1786,518
2024-2025,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,Total établissement,,9499,1777,620,13.222449,7611,2.3857558869,5896,468,263,5.749095479,4088,3.1987056289,3603,1283,632,25.451950072,3523,1.4424295897,1309,357
2025-2026,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,Total établissement,,12400,2347,497,5.097503853,10781,2.185232482,9361,1176,298,3.5100709504,7778,2.3717226294,3039,226,13,9.9872568645,3003,1.7022087172,1171,199
2025-2026,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,Total établissement,,16104,2744,901,6.5249088736,13530,2.8110551655,11028,1225,397,4.2785856456,8530,3.1333169207,5076,475,22,11.405218676,5000,2.2612766111,1519,504
2025-2026,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,22133,4093,1744,8.7739731271,18787,2.0339530733,12799,1151,564,4.4594749156,9518,2.685872674,9334,1516,240,14.690114397,9269,1.3645204745,2942,1180
2025-2026,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,11282,1447,205,3.6352537227,8644,1.7765696822,9699,989,123,2.8826965552,7084,1.9375007058,1583,55,7,8.2461519969,1560,1.0457777778,458,82
2025-2026,1,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,2858,948,62,7.8880092917,2678,2.0967150029,1485,307,35,4.1549915825,1306,2.7412306449,1373,125,0,11.925541191,1372,1.4832037577,641,27
2025-2026,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,21511,3951,1172,6.9238253426,17037,2.7011394318,13582,1291,350,4.2507202138,9262,3.2822767461,7929,827,41,11.50272733,7775,2.0088572705,2660,822
2025-2026,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,21082,3744,1183,8.7071399377,17388,3.2827802539,13591,1331,416,5.3947978442,9945,4.1941618904,7491,1398,220,14.716756997,7443,2.0650333274,2413,767
2025-2026,1,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,6895,1116,630,11.747266941,5214,2.7748058646,4030,271,239,6.8597538599,2377,4.3564879867,2865,856,87,18.62219808,2837,1.449582599,845,391
2025-2026,1,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,6915,0,200,5.2916151281,5864,1.9756397794,4457,0,72,4.4961993618,3465,2.5811616963,2458,26,1,6.7339129599,2399,1.1010531008,0,128
2025-2026,1,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,15906,1418,854,10.452375396,13934,2.2061118487,10475,415,235,5.3587218775,8552,2.5871823355,5431,1362,600,20.276720933,5382,1.6005907036,1003,619
2025-2026,1,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,9810,1893,1066,11.050231283,7366,2.8989757369,5544,431,371,4.6284529321,3131,4.0477715675,4266,1335,234,19.395833529,4235,2.0496534829,1462,695
2025-2026,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,9506,1846,989,12.821770227,8183,2.8515523375,6132,544,390,6.0066462818,4824,3.532480422,3374,1104,437,25.207763123,3359,1.8736431147,1302,599
2025-2026,1,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,8524,1650,455,10.463252679,7457,2.2946069688,3183,223,57,3.6089278982,2215,2.5638137698,5341,820,264,14.548127379,5242,2.1808539997,1427,398
2025-2026,1,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,7442,1217,687,9.5270023366,6451,1.8583077128,4833,340,271,4.5998594731,3849,2.3696880142,2609,690,81,18.654208722,2602,1.1018500726,877,416
2025-2026,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,12903,2158,976,9.857719415,9771,3.0049914998,9000,682,387,5.2810385802,5878,4.015800206,3903,1284,245,20.411172531,3893,1.4787820019,1476,589
2025-2026,1,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,2092,589,63,7.6174478171,2000,1.6755668056,1404,294,57,3.5726745014,1312,1.91626969,688,150,8,15.871607316,688,1.2165520026,295,6
2025-2026,1,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,14957,2162,860,9.8233158573,11085,4.0612035784,10869,936,336,5.3056610799,7146,3.8792878689,4088,1239,471,21.83466365,3939,4.3912288793,1226,524
2025-2026,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,10325,1313,524,6.2948021254,8600,3.0693691214,8277,728,393,5.0222791068,6592,3.4063586755,2048,229,10,11.437708876,2008,1.9630767209,585,131
2025-2026,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,8597,1014,501,8.6105429543,7348,2.8910716068,6637,565,292,7.148602615,5413,3.048058378,1960,341,77,13.561001134,1935,2.451914298,449,209
2025-2026,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,7352,1305,297,5.3153131801,6520,1.9835223245,5853,795,215,3.4102157963,5044,2.1373101705,1499,235,44,12.753962271,1476,1.4579763249,510,82
2025-2026,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,1231,216,45,4.5860637242,1098,1.2351100486,991,141,27,2.8140901446,859,1.3014807269,240,29,7,11.902837963,239,0.9965643887,75,18
2025-2026,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,22155,3824,978,6.642186765,19415,1.9508650957,17028,1860,527,3.7579431427,14292,2.2975841769,5127,1113,211,16.221453471,5123,0.9835980437,1964,451
2025-2026,1,13,Laval,CISSS DE LAVAL,Total établissement,,7993,1548,588,11.708465949,6255,3.6175171418,4871,431,118,6.0110609275,3142,4.4272141771,3122,1064,150,20.59765873,3113,2.8002771532,1117,470
2025-2026,1,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,14464,2664,916,8.3897657594,11209,2.5856108187,9707,869,472,4.7484210707,6470,3.1031621587,4757,1038,54,15.820191005,4739,1.8790150876,1795,444
2025-2026,1,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,17957,3494,1248,11.885282542,13803,3.686205374,11333,1200,396,6.0464769062,7232,4.5485514995,6624,2089,655,21.874893695,6571,2.737112819,2294,852
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,11854,2290,912,9.6091601757,8226,3.9262807291,7521,725,290,5.3059747522,3908,4.7294432361,4333,1078,136,17.078409557,4318,3.1993795996,1565,622
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,Total établissement,,12661,2682,750,9.9456127303,9645,4.2088406486,6517,848,222,5.4826004211,3571,5.1533024518,6144,1165,163,14.67957289,6074,3.6535767204,1834,528
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,Total établissement,,8707,1617,551,13.440849444,7076,2.1208181019,5354,474,209,5.4187030984,3785,2.9351911786,3353,1144,553,26.250444295,3291,1.1842024545,1143,342
2026-2027,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,Total établissement,,12173,2321,571,5.0670370446,10517,2.1655692371,9225,1163,345,3.4843741042,7625,2.3699801457,2948,207,15,10.019569482,2892,1.6266227716,1158,226
2026-2027,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,Total établissement,,16549,2963,753,6.7753634829,13929,3.0006434019,11394,1355,351,4.4965046174,8844,3.3951932572,5155,542,37,11.812282574,5085,2.3144292582,1608,402
2026-2027,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,21833,4140,1585,9.0943965429,18418,2.0233538145,12560,1285,514,4.5061121063,9217,2.6964559751,9273,1742,246,15.30909001,9201,1.3490811687,2855,1071
2026-2027,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,10913,1466,210,4.1368221642,8123,2.0032336507,9311,967,131,3.1585830977,6548,2.2007533683,1602,115,21,9.8224550909,1575,1.1820532628,499,79
2026-2027,1,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,2837,1005,65,8.1210130028,2615,2.2577432547,1485,347,40,4.1373148148,1268,2.7839072906,1352,141,0,12.49659866,1347,1.7624381341,658,25
2026-2027,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,21866,4252,1172,7.2775891287,16472,2.8693068372,13851,1434,369,4.429355582,8623,3.6818365289,8015,1014,35,12.199720489,7849,1.976652546,2818,803
2026-2027,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,21291,3806,1071,7.931621812,17327,3.0938700198,14216,1475,412,5.0710606203,10294,3.8727658237,7075,1135,124,13.679429289,7033,1.953822614,2331,659
2026-2027,1,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,7325,1101,752,11.40621551,5579,2.4471360359,4200,302,245,6.7107459656,2474,3.8992853454,3125,857,57,17.716926578,3105,1.2900933977,799,507
